"WORD","kind"
"暴風","0"
"瓜分","0"
"煙霧","1"
"騷亂","0"
"擦傷","0"
"殘廢","0"
"輾轉","0"
"退學","0"
"藐視","0"
"糾纏","0"
"束縛","0"
"偷⼯減料","0"
"曖昧","1"
"鬧事","0"
"辯解","0"
"梗塞","0"
"償付","0"
"凌虐","0"
"渺茫","0"
"遜⾊","0"
"追訴","0"
"委屈","0"
"加害","0"
"休克","0"
"獨裁者","0"
"⽂盲","0"
"不許","0"
"徵稅","0"
"撕毀","0"
"退步","0"
"最低","0"
"衝動","0"
"⼈⾝攻擊","0"
"後退","0"
"抵消","1"
"虛假","0"
"竄改","0"
"冒充","0"
"挫傷","0"
"撕裂","0"
"毒害","0"
"乞丐","0"
"⼀廂情願","1"
"作祟","0"
"沈寂","0"
"殺戮","0"
"阻隔","0"
"欺壓","0"
"軍閥","0"
"僵持不下","0"
"搖擺","0"
"傳染性","0"
"失⼿","0"
"罷了","0"
"敲詐","0"
"拉出","1"
"斥責","0"
"內⾾","0"
"未知","1"
"重擊","0"
"簡陋","0"
"槍聲","0"
"罷課","0"
"幼稚","0"
"根絕","0"
"未加","0"
"畸形","0"
"吵架","0"
"割傷","0"
"誤認","0"
"發洩","0"
"戰敗","0"
"出乎","1"
"搖晃","1"
"失落","0"
"逃走","0"
"冀望","1"
"⾃立⾃強","1"
"敬愛","1"
"事跡","1"
"直率","1"
"芳香","1"
"健壯","1"
"無價","1"
"報答","1"
"聽話","1"
"牢固","1"
"為傲","1"
"學有專精","1"
"正道","1"
"興⾼采烈","1"
"天籟","1"
"稀奇","1"
"判斷⼒","1"
"養活","1"
"友愛","1"
"簡樸","1"
"易懂","1"
"標緻","1"
"出⼈意表","1"
"厚道","1"
"不亦樂乎","1"
"安和樂利","1"
"⼀帆風順","1"
"簡明","1"
"顯赫","1"
"茂盛","1"
"最⾼","1"
"嬉戲","1"
"無敵","1"
"變好","1"
"才幹","1"
"報喜","1"
"⼼平氣和","1"
"精巧","1"
"潛⼼","1"
"純潔","1"
"留⼼","1"
"⾃由⾃在","1"
"⼼儀","1"
"同情⼼","1"
"平整","1"
"⺟愛","1"
"神童","1"
"頌揚","1"
"樂此不疲","1"
"淳樸","1"
"會⼼⼀笑","1"
"學成歸國","1"
"昌盛","1"
"⾃信滿滿","1"
"豐滿","1"
"端莊","1"
"⼼想事成","1"
"⽂雅","1"
"⾃告奮勇","1"
"報恩","1"
"無瑕","1"
"老練","1"
"興致勃勃","1"
"⾼⾼興興","1"
"堅韌","1"
"臉紅","1"
"煥發","1"
"醉⼼","1"
"叮囑","1"
"慇勤","1"
"達觀","1"
"多產","1"
"虔敬","1"
"守信","1"
"喜感","1"
"有效率","1"
"率真","1"
"⾃勉","1"
"微微","1"
"安好","1"
"明晰","1"
"雄辯","1"
"恆⼼","1"
"奮進","1"
"輕輕鬆鬆","1"
"謙遜","1"
"安於","1"
"⼼滿意⾜","1"
"活著","1"
"愜意","1"
"溫⽂儒雅","1"
"傳奇性","1"
"忘不了","1"
"可親","1"
"長進","1"
"恩⼈","1"
"覺察","1"
"情投意合","1"
"賢⼈","1"
"俘獲","1"
"你儂我儂","1"
"引吭⾼歌","1"
"⽬眩","0"
"入神","1"
"⼼⼼相印","1"
"稱⼼","1"
"肝膽相照","1"
"甜甜蜜蜜","1"
"賢淑","1"
"⾔歸於好","1"
"貞潔","1"
"廢寢忘食","1"
"獨創性","1"
"稀罕","1"
"意味深長","1"
"施恩","1"
"癡狂","1"
"虔信","1"
"入迷","1"
"有權","1"
"物廉價美","1"
"悠哉","1"
"練成","1"
"盛年","1"
"安安靜靜","1"
"騰躍","1"
"滿⾯春風","1"
"儒雅","1"
"安睡","1"
"愛憐","1"
"癡⼼","1"
"神氣活現","1"
"賢慧","1"
"勳績","1"
"出神","1"
"適得其所","1"
"⼀吐為快","1"
"⽇久⽣情","1"
"古雅","1"
"⾜智多謀","1"
"順當","1"
"謙恭有禮","1"
"⼼花怒放","1"
"切題","1"
"嘻嘻哈哈","1"
"抒懷","1"
"⾃滿","0"
"惡⾏","0"
"奴隸","0"
"孤獨","0"
"雜草","1"
"惶恐","0"
"抹煞","0"
"⼀往情深","1"
"戰無不勝","1"
"惠顧","1"
"豪勇","1"
"愛⼈如⼰","1"
"坦直","1"
"嬌美","1"
"鑒別⼒","1"
"⼼誠則靈","1"
"妙不可⾔","1"
"諧調","1"
"精神百倍","1"
"奢侈","0"
"崩塌","0"
"得不償失","0"
"悽慘","0"
"排⼭倒海","0"
"⼀舉數得","1"
"不相上下","1"
"不礙事","1"
"有過之⽽無不及","0"
"夠格","1"
"粗製濫造","0"
"累贅","0"
"聊勝於無","1"
"莫名其妙","0"
"陰霾","0"
"得分","1"
"從善如流","1"
"深入淺出","1"
"深厚","1"
"清脆","1"
"提⼼吊膽","0"
"斑駁","0"
"殘破","0"
"殘缺","0"
"渾濁","0"
"盛⼤","1"
"脫胎換骨","1"
"處變不驚","1"
"通風","1"
"單純","1"
"發病","0"
"病發","0"
"硬化","0"
"稍嫌弱","0"
"超弱","0"
"華⽽不實","0"
"循序漸進","1"
"掌聲如雷","1"
"游刃有餘","1"
"無往不利","1"
"絢爛奪⽬","1"
"發瘋","0"
"絞痛","0"
"跑不動","0"
"進退兩難","0"
"亂七八糟","0"
"超⼈","1"
"週到","1"
"進化","1"
"開趴","1"
"順耳","1"
"微乎其微","0"
"愚昧","0"
"慌張","0"
"摃⿔","0"
"暈倒","0"
"勤快","1"
"搞笑","1"
"新穎","1"
"源源不絕","1"
"準時","1"
"肆無忌憚","0"
"腫起來","0"
"腰酸背痛","0"
"落單","0"
"詭異","0"
"欲振乏⼒","0"
"猙獰","0"
"猝死","0"
"粗淺","0"
"累⼈","0"
"⼀覽無遺","1"
"不遑多讓","1"
"專⼼","1"
"專注","1"
"強有⼒","1"
"強⽽有⼒","1"
"粗線條","0"
"勞⺠傷財","0"
"單調","0"
"惡名昭彰","0"
"惱⼈","0"
"得⼼應⼿","1"
"深植⼈⼼","1"
"清爽","1"
"清清爽爽","1"
"理所當然","1"
"痊癒","1"
"無以復加","0"
"痛⼼疾⾸","0"
"痠","0"
"痠軟","0"
"痠痛","0"
"酸痛","0"
"痠痠痛痛","0"
"酸酸痛痛","0"
"盛開","1"
"得寵","1"
"淺顯易懂","1"
"脫穎⽽出","1"
"復原","1"
"發⿇","0"
"硬著頭⽪","0"
"詞不達意","0"
"令⼈費解","0"
"超兇","0"
"無與倫比","1"
"犀利","1"
"硬挺","1"
"童叟無欺","1"
"絕佳","1"
"超重","0"
"亂掉","0"
"傷痕累累","0"
"傻眼","0"
"塞⾞","0"
"開懷","1"
"順暢","1"
"黃袍加⾝","1"
"⿊⽩分明","1"
"傲⼈","1"
"慌亂","0"
"矮⼈⼀截","0"
"碎裂","0"
"稚嫩","1"
"綁⼿綁腳","0"
"勤勞","1"
"煥然⼀新","1"
"腳踏實地","1"
"萬幸","1"
"解渴","1"
"腫痛","0"
"載浮載沉","0"
"載沉載浮","0"
"過冷","0"
"違和","0"
"⿎噪","0"
"單薄","0"
"惡狠","0"
"無⾔","0"
"發霉","0"
"超時","0"
"清醒","1"
"爽玩","1"
"盛裝","1"
"無所不包","1"
"萬眾矚⽬","1"
"過載","0"
"墊底","0"
"寥寥無幾","0"
"屢⾒不鮮","0"
"彆扭","0"
"萬無⼀失","1"
"遊刃有餘","1"
"道地","1"
"道道地地","1"
"飽和","1"
"鼎鼎⼤名","1"
"漏氣","0"
"慘不忍睹","0"
"遙遙無期","0"
"遜","0"
"酷寒","0"
"有助於","1"
"念念不忘","1"
"壽終正寢","0"
"實事求是","1"
"旗⿎相當","1"
"酸澀","0"
"頗重","0"
"⿐塞","0"
"嘩然","0"
"嘴硬","0"
"稱霸","1"
"精闢","1"
"綽綽有餘","1"
"貌美","1"
"赫赫有名","1"
"標新立異","1"
"潦草","0"
"潮溼","0"
"潮濕","0"
"熱死","0"
"皺巴巴","0"
"酷炫","1"
"頗多","1"
"賣⼒","1"
"銳減","0"
"駝背","0"
"魯莽","0"
"壅塞","0"
"糗爆","0"
"銳利","1"
"憨厚","1"
"整⿑劃⼀","1"
"曇花⼀現","0"
"樸實","1"
"⿔裂","0"
"嚇⼈","0"
"縮⽔","0"
"醜陋","0"
"斷線","0"
"無緣","0"
"發癢","0"
"超現實","0"
"腫脹","0"
"過氣","0"
"清新","1"
"無傷⼤雅","1"
"貼切","1"
"超強","1"
"勤儉","1"
"慘兮兮","0"
"慚愧","0"
"慵懶","0"
"漏⽔","0"
"漫長","0"
"飽滿","1"
"嘆為觀⽌","1"
"嘔⼼瀝⾎","1"
"圖⽂並茂","1"
"有利於","1"
"熄火","0"
"聞之⾊變","0"
"蒼老","0"
"說不過去","0"
"遙不可及","0"
"實實在在","1"
"暢銷","1"
"滴⽔不漏","1"
"稱職","1"
"精采","1"
"層出不窮","0"
"憔悴","0"
"撐不住","0"
"撲朔迷離","0"
"暫緩","0"
"輕⽽易舉","1"
"魂牽夢縈","1"
"緊鑼密⿎","1"
"與眾不同","1"
"遠⼤","1"
"瘙癢","0"
"皺掉","0"
"膚淺","0"
"賠錢","0"
"醉倒","0"
"頗負盛名","1"
"厲害","1"
"寬敞","1"
"憂喜參半","1"
"數⼀數⼆","1"
"遺漏","0"
"險峻","0"
"頭暈⽬眩","0"
"頹廢","0"
"駭⼈聽聞","0"
"歷久不衰","1"
"激挺","1"
"縝密","1"
"親⺠","1"
"醒⽬","1"
"嚇歪","0"
"斷斷續續","0"
"翻⾞","0"
"藏污納垢","0"
"雜七雜八","0"
"無解","0"
"超速","0"
"過熟","0"
"雞婆","0"
"離奇","1"
"無所遁形","1"
"超群","1"
"精純","1"
"隨⼼所欲","1"
"險勝","1"
"壞掉","0"
"爛掉","0"
"礙⼿礙腳","0"
"繪聲繪影","0"
"難受","0"
"優異","1"
"趨之若騖","1"
"鮮艷","1"
"癒合","1"
"簡便","1"
"囉唆","0"
"囉嗦","0"
"囉囉唆唆","0"
"囉囉嗦嗦","0"
"彎腰駝背","0"
"籠統","0"
"髒兮兮","0"
"髒汙","0"
"穩紮穩打","1"
"豐盈","1"
"顧家","1"
"鶴立雞群","1"
"驚天動地","1"
"變差","0"
"變糟","0"
"體無完膚","0"
"枉費","0"
"風靡","1"
"兼備","1"
"精簡","1"
"緩解","1"
"紓解","1"
"盲從","0"
"流失","0"
"耐不住","0"
"倚賴","0"
"容納不下","0"
"獨得","1"
"擴增","1"
"蟬聯","1"
"跟不上","0"
"鄙視","0"
"歷盡滄桑","0"
"激化","1"
"迷上","1"
"豐沛","1"
"乾爽","1"
"美觀","1"
"變塌","0"
"變濁","0"
"看不慣","0"
"看不過去","0"
"納悶","0"
"無能為⼒","0"
"超悶","0"
"過頭","0"
"離譜","0"
"鬆垮","0"
"超越","1"
"精準","1"
"頗佳","1"
"優越","1"
"應有盡有","1"
"難聽","0"
"顛簸","0"
"繁雜","0"
"龐雜","0"
"嚴苛","0"
"簡約","1"
"豐收","1"
"穩當","1"
"難能可貴","1"
"瀟灑","1"
"曬傷","0"
"纖弱","0"
"變⼼","0"
"變態","0"
"驟變","0"
"驚艷","1"
"驚豔","1"
"不可⼩覷","1"
"不亞於","1"
"充盈","1"
"包容","1"
"出⾔不遜","0"
"⽩費","0"
"吃不消","0"
"⾃恃","0"
"冷落","0"
"專精","1"
"崇尚","1"
"眷戀","1"
"喜獲","1"
"榮獲","1"
"耗盡","0"
"臭死","0"
"記錯","0"
"混雜","0"
"滋⽣","0"
"獨具慧眼","1"
"愛戴","1"
"聽得懂","1"
"超難","0"
"離題","0"
"變臭","0"
"變扁","0"
"無法⾃拔","0"
"奢求","0"
"猜不透","0"
"痛感","0"
"無神","0"
"漏電","0"
"離異","0"
"曠⽇廢時","0"
"精進","1"
"療癒","1"
"繁華","1"
"臨危不亂","1"
"舉⾜輕重","1"
"難懂","0"
"騷包","0"
"鐵⿒","0"
"霸道","0"
"黯然失⾊","0"
"優渥","1"
"豐盛","1"
"穩如泰⼭","1"
"繽紛","1"
"釋懷","1"
"變老","0"
"變嫩","1"
"鬱悶","0"
"不及","0"
"比不上","0"
"⼼疼","0"
"驚為天⼈","1"
"回味","1"
"佩服","1"
"保佑","1"
"看重","1"
"改變不了","0"
"屈就","0"
"抵不過","0"
"拘泥","0"
"放不下","0"
"萌","1"
"愛惜","1"
"跟得上","1"
"獨享","1"
"震撼","1"
"耗損","0"
"損耗","0"
"傷透","0"
"嫌棄","0"
"愧對","0"
"損及","0"
"贏過","1"
"歡度","1"
"乾脆","1"
"變鈍","0"
"不堪","0"
"分不清楚","0"
"遺忘","0"
"昏暗","0"
"美中不⾜","0"
"⼀氣呵成","1"
"⼤名鼎鼎","1"
"不雅","0"
"天下無敵","1"
"⽔腫","0"
"出⾎","0"
"平分秋⾊","1"
"合情合理","1"
"⽣鏽","0"
"失竊","0"
"三⽣有幸","1"
"中風","0"
"⼼急","0"
"出線","1"
"死⼼眼","0"
"沒效","0"
"無效果","0"
"沒效果","0"
"秀麗","1"
"⾏得通","1"
"歪七扭八","0"
"陣亡","0"
"飢渴","0"
"乾巴巴","0"
"乾枯","0"
"⾼超","1"
"乾淨","1"
"乾乾淨淨","1"
"閃亮","1"
"閃閃亮亮","1"
"閃閃發光","1"
"閃閃發亮","1"
"閃耀","1"
"退稅","1"
"⼀應俱全","1"
"不謀⽽合","1"
"好命","1"
"⼤驚失⾊","0"
"不知所云","0"
"⼿忙腳亂","0"
"好看","1"
"有著落","1"
"百發百中","1"
"多此⼀舉","0"
"出糗","0"
"吃不開","0"
"旺盛","1"
"明快","1"
"易如反掌","1"
"走投無路","0"
"刺⿐","0"
"受創","0"
"表裡如⼀","1"
"迎刃⽽解","1"
"浮腫","0"
"衰落","0"
"討⼈厭","0"
"起疑","0"
"迷茫","0"
"相⾒恨晚","1"
"風平浪靜","1"
"柔中帶勁","1"
"海派","1"
"純熟","1"
"⼀清⼆楚","1"
"⼤勝","1"
"叫座","1"
"⼝說無憑","0"
"⼤費周章","0"
"天公不作美","0"
"平淡","1"
"平淡無奇","1"
"名不虛傳","1"
"⽀離破碎","0"
"出錯","0"
"失禮","0"
"受益","1"
"始終如⼀","1"
"尚可","1"
"普普","1"
"普通","1"
"普普通通","1"
"⾺⾺虎虎","1"
"所費不貲","0"
"披頭散髮","0"
"抽筋","0"
"知名","1"
"空閒","1"
"浮誇","0"
"氣爆","0"
"狼狽","0"
"狼狽不堪","0"
"病態","0"
"破舊","0"
"特強","1"
"神奇","1"
"純正","1"
"風雅","1"
"挺住","1"
"⼀勞永逸","1"
"⼤開眼界","1"
"多汁","1"
"⼤錯特錯","0"
"不夠看","0"
"⼼驚膽跳","0"
"⼼驚膽戰","0"
"⼼驚膽顫","0"
"名列前茅","1"
"好⼼","1"
"如願以償","1"
"多慮","1"
"有恃無恐","0"
"⽔火不容","0"
"忠⼼耿耿","1"
"怡然⾃得","1"
"性感","1"
"委靡","0"
"孤零零","0"
"居⼼叵測","0"
"爭氣","1"
"直挺挺","1"
"凍僵","0"
"弱不禁風","0"
"捉摸不定","0"
"氣炸","0"
"風流","0"
"相⾒歡","1"
"挺拔","1"
"特殊","1"
"神清氣爽","1"
"笑容可掬","1"
"⼀掃⽽空","1"
"⼤好","1"
"內斂","1"
"⼝乾舌燥","0"
"⼤起⼤落","0"
"不慎","0"
"千變萬化","1"
"天真爛漫","1"
"中規中矩","1"
"⾎流如注","0"
"秀逗","0"
"⼿拙","0"
"有意思","1"
"事事如意","1"
"受⽤","1"
"拖泥帶⽔","0"
"於事無補","0"
"事倍功半","0"
"服貼","1"
"服服貼貼","1"
"果決","1"
"風騷","0"
"苦澀","0"
"凍傷","0"
"剝落","0"
"差強⼈意","0"
"茂密","1"
"負責任","1"
"重⽣","1"
"香噴噴","1"
"剛直","1"
"天花亂墜","0"
"吃重","0"
"⾃戀","0"
"走火入魔","0"
"受損","0"
"平順","1"
"有解","1"
"老少咸宜","1"
"返璞歸真","1"
"長壽","1"
"⼀無是處","0"
"不像話","0"
"南轅北轍","0"
"天差地遠","0"
"叛逆","0"
"幽暗","0"
"恍然⼤悟","1"
"恬淡","1"
"持之以恆","1"
"指⽇可待","1"
"春暖花開","1"
"後悔莫及","0"
"枯燥","0"
"看錯","0"
"突⺎","0"
"紅腫","0"
"洋洋得意","1"
"活靈活現","1"
"皆⼤歡喜","1"
"皇天不負苦⼼⼈","1"
"相安無事","1"
"⼀枝獨秀","1"
"⼀觸即發","0"
"⼤吉","1"
"⼩題⼤做","0"
"⽑燥","0"
"⽑躁","0"
"凹陷","0"
"平易近⼈","1"
"⽣龍活虎","1"
"成癮","0"
"有出入","0"
"不勝枚舉","1"
"平實","1"
"下垂","0"
"⼤剌剌","0"
"天衣無縫","1"
"⽜⼑⼩試","1"
"吃⼒","0"
"失準","0"
"⾏雲流⽔","1"
"沈穩","1"
"沉穩","1"
"乾澀","0"
"乾乾澀澀","0"
"停電","0"
"偷懶","0"
"⾼不可攀","0"
"堆積如⼭","0"
"風情萬種","1"
"特立獨⾏","1"
"純樸","1"
"起勁","1"
"堂堂正正","1"
"上榜","1"
"⼤⼿筆","1"
"賣座","1"
"好握","1"
"失真","0"
"不失真","1"
"中看","1"
"不起眼","0"
"略勝⼀籌","1"
"略遜","0"
"負擔得起","1"
"買不起","0"
"充斥","1"
"老氣","0"
"不錯","1"
"中⽤","1"
"有⼝皆碑","1"
"中意","1"
"為⼈詬病","0"
"破損","0"
"缺損","0"
"退⾊","0"
"褪⾊","0"
"好⽤","1"
"拔得頭籌","1"
"物美價廉","1"
"物超所值","1"
"超值","1"
"划算","1"
"特惠","1"
"買⼀送⼀","1"
"貴","0"
"笨重","0"
"⼤吃⼀驚","1"
"封后","1"
"流線","1"
"炫爆","1"
"相符","1"
"合⾝","1"
"當機","0"
"過重","0"
"⾸屈⼀指","1"
"值回票價","1"
"不閃頻","1"
"爽⼝","1"
"走味","0"
"貪⼩便宜","0"
"耐操","1"
"美呆","1"
"接地氣","1"
"淋漓盡致","1"
"貨真價實","1"
"廉價","0"
"頂尖","1"
"勝出","1"
"超酷","1"
"搶⼿","1"
"新潮","1"
"耗電","0"
"費電","0"
"耗時","0"
"費時","0"
"過短","0"
"實惠","1"
"精打細算","1"
"前所未有","1"
"前所未⾒","1"
"輕薄短⼩","1"
"寬裕","1"
"⼀⽬了然","1"
"⼀⽬瞭然","1"
"七零八落","0"
"⼗全⼗美","1"
"上鏡頭","1"
"⼤功告成","1"
"⼤失所望","0"
"⼩⼼翼翼","1"
"⼩康","1"
"不合","0"
"不妙","0"
"中上","1"
"中獎","1"
"井井有條","1"
"六神無主","0"
"凶狠","0"
"凶惡","0"
"分岔","0"
"弔詭","0"
"⼼不⽢情不願","0"
"⼿癢","0"
"扎實","1"
"火⼤","0"
"火紅","1"
"令⼈髮指","0"
"凹凸不平","0"
"出頭","1"
"功不可沒","1"
"包羅萬象","1"
"半途⽽廢","0"
"叫好","1"
"可圈可點","1"
"四平八穩","1"
"外強中乾","0"
"失火","0"
"失靈","0"
"平凡","1"
"平凡無奇","1"
"正點","1"
"⽢醇","1"
"⽣硬","0"
"⽤⼼","1"
"⽩搭","0"
"丟失","0"
"兇狠","0"
"兇惡","0"
"先聲奪⼈","1"
"光明正⼤","1"
"全⼒以赴","1"
"划不來","0"
"吃香","1"
"各有千秋","1"
"合⽤","1"
"名副其實","1"
"名符其實","1"
"回天乏術","0"
"多不勝數","1"
"好聽","1"
"如火如荼","1"
"尖嘴猴腮","0"
"屹立不搖","1"
"年久失修","0"
"忙碌","1"
"成名","1"
"收斂","1"
"有⼀⼿","1"
"死板","0"
"死板板","0"
"汗流浹背","1"
"汙濁","0"
"灰濛濛","0"
"百思不得其解","0"
"老舊","0"
"耳⽬⼀新","1"
"⾃給⾃⾜","1"
"⾎淋淋","0"
"⾏不通","0"
"吵雜","0"
"呆滯","0"
"告⼀段落","1"
"困惱","0"
"坑坑洞洞","0"
"完封","1"
"技壓群雄","1"
"抓狂","0"
"更勝⼀籌","1"
"沈悶","0"
"沉悶","0"
"沒骨氣","0"
"沙啞","0"
"灼熱","0"
"狂爆","0"
"秀氣","1"
"良莠不⿑","0"
"⾒效","1"
"走火","0"
"⾝歷其境","1"
"邪不勝正","1"
"並駕⿑驅","1"
"乖乖","1"
"事半功倍","1"
"來勢洶洶","1"
"兩全其美","1"
"其貌不揚","0"
"刺耳","0"
"受潮","0"
"周延","1"
"和樂","1"
"奄奄⼀息","0"
"奇貨可居","1"
"始料未及","0"
"紮實","1"
"冷靜下來","1"
"快快活活","1"
"沈迷","0"
"沈默不語","1"
"沉寂","0"
"⽣銹","0"
"⼼⽣畏懼","0"
"平平靜靜","1"
"平平淡淡","1"
"叱責","0"
"可怖","0"
"沒法","0"
"沒法⼦","0"
"沒法兒","0"
"刺耳聲","0"
"柔柔順順","1"
"冒充者","0"
"背叛者","0"
"⾃卑感","0"
"妨礙者","0"
"走好運","1"
"逃掉","0"
"率直地","1"
"羞怯怯","0"
"陰沈","0"
"陰沈沈","0"
"悶悶","0"
"悶著","0"
"欺侮","0"
"詐欺","0"
"欺詐","0"
"減縮","0"
"無能⼒","0"
"沒能⼒","0"
"無理性","0"
"沒理性","0"
"無趣味","0"
"沒趣味","0"
"沒趣","0"
"筋疲⼒盡","0"
"筋疲⼒竭","0"
"結結巴巴","0"
"費解","0"
"不雅觀","0"
"歎息","0"
"歎氣","0"
"熱切於","1"
"熱誠地","1"
"惹⼈厭","0"
"慌慌張張","0"
"煩燥","0"
"違悖","0"
"嘈雜","0"
"嘈雜聲","0"
"吵雜聲","0"
"嘮嘮叨叨","0"
"憐憫⼼","1"
"熱⼼腸","1"
"噪聲","0"
"謙遜地","1"
"還可以","1"
"可信賴","1"
"可信任","1"
"打退","1"
"斥罵","0"
"叱罵","0"
"安靜下來","1"
"死氣沉沉","0"
"死氣沈沈","0"
"埋怨","0"
"討⼈嫌","0"
"顧⼈怨","0"
"惹⼈嫌","0"
"假扮","0"
"做假","0"
"做秀","0"
"得罪⼈","0"
"淒慘","0"
"謊話","0"
"蠢蛋","0"
"蠢⼈","0"
"失業者","0"
"窘況","0"
"潛⼼於","1"
"低沈","1"
"昏沈","0"
"昏昏沈沈","0"
"昏昏沉沉","0"
"嚴重的","0"
"了解","1"
"嚇到","0"
"介意","0"
"⾃危","0"
"密告","0"
"無病呻吟","0"
"耍脾氣","0"
"氣呼呼","0"
"污物","0"
"偽君⼦","0"
"亂丟","0"
"狗嘴裡吐不出象牙","0"
"狗嘴吐不出象牙","0"
"混⽇⼦","0"
"不置可否","0"
"出氣","0"
"有⼼⼈","0"
"凌遲","0"
"內訌","0"
"扭歪","0"
"望塵莫及","0"
"搞亂","0"
"畜⽣","0"
"袖⼿旁觀","0"
"猛吃","0"
"悻悻然","0"
"無可奈何","0"
"⾃掃⾨前雪","0"
"圍城","0"
"離鄉背井","0"
"有⼝無⼼","0"
"錯覺","1"
"呆板","0"
"發昏","0"
"故態復萌","0"
"尋仇","0"
"不屈服","1"
"欺負弱⼩","0"
"從中作梗","0"
"脫軌","0"
"困窮","0"
"枯槁","0"
"急忙","0"
"急急忙忙","0"
"無邊無際","0"
"打⾼空","0"
"陷住","0"
"豬哥","0"
"跛⾜","0"
"慘烈","0"
"窮途末路","0"
"顛倒是非","0"
"暈眩","0"
"臭臉","0"
"賣國","0"
"善辯","1"
"誤入歧途","0"
"不配","0"
"缺⼝","0"
"火冒三丈","0"
"吵死","0"
"整頓","0"
"犯賤","0"
"凹下","0"
"阻攔","0"
"醉漢","0"
"跛⼦","0"
"不合群","0"
"楞住","1"
"不平衡","0"
"醜惡","0"
"憤世嫉俗","0"
"惴惴不安","0"
"變酸","0"
"盡⼒⽽為","1"
"蠻幹","0"
"不羈","1"
"危險期","0"
"不孝","0"
"省⼒","1"
"不可信","0"
"閃⼈","1"
"包⼭包海","1"
"互撞","0"
"餓昏","0"
"愁容滿⾯","0"
"掉隊","0"
"卑下","0"
"迂迴","0"
"不可名狀","1"
"功敗垂成","0"
"破銅爛鐵","0"
"⼼煩","0"
"滲漏","0"
"⼼急如焚","0"
"弄混","0"
"弄糟","0"
"弄碎","0"
"不如⼈意","0"
"要死","0"
"挑撥是非","0"
"天打雷霹","0"
"淒然","0"
"欺瞞","0"
"匪類","0"
"打罵","0"
"愚弄","0"
"孤僻","0"
"污辱","0"
"詭辯","0"
"不可收拾","0"
"不聽話","0"
"⿊店","0"
"賣國賊","0"
"卑微","0"
"過不去","0"
"潑婦","0"
"爛仗","0"
"苦差事","0"
"悶住","0"
"漠然","0"
"嗤之以⿐","0"
"當頭棒喝","1"
"匆忙","0"
"匆匆忙忙","0"
"引頸企盼","1"
"強詞奪理","0"
"不名譽","0"
"上鉤","0"
"刪減","0"
"打顫","0"
"慘絕⼈寰","0"
"炮擊","0"
"唱反調","0"
"猛踢","0"
"欺凌","0"
"沾染","0"
"告密","0"
"漠不關⼼","0"
"漏球","0"
"太閒","1"
"作弄","0"
"流離失所","0"
"罵⼈","0"
"受驚","0"
"聲名狼藉","0"
"醜男","0"
"醜女","0"
"老謀深算","1"
"鬧彆扭","0"
"催吐","0"
"食古不化","0"
"耐震","1"
"狂妄","0"
"喧嚷","0"
"更壞","0"
"污點","0"
"瞎眼","0"
"訓斥","0"
"死狗","0"
"⼩⼼眼","0"
"消瘦","1"
"打抱不平","1"
"⾃吹⾃擂","0"
"阿諛","0"
"傷風敗俗","0"
"喧囂","0"
"喧囂聲","0"
"害⼈精","0"
"劫掠","0"
"流放","0"
"靠不住","0"
"有種","1"
"壓破","0"
"輕佻","0"
"⼼寒","0"
"放寬","1"
"仿冒","0"
"好久","0"
"不平等","0"
"嚇呆","0"
"低⽔平","0"
"暗地","0"
"瘟疫","0"
"好⾾","0"
"帶衰","0"
"不甩","0"
"隱退","1"
"有仇","0"
"虧空","0"
"冷嘲熱諷","0"
"惱怒","0"
"無賴","0"
"加收","0"
"濫打","0"
"意志消沈","0"
"意志消沉","0"
"妄動","0"
"濃烈","1"
"貶低","0"
"弄死","0"
"冒昧","1"
"婊⼦","0"
"勞役","0"
"逃之夭夭","0"
"有礙觀瞻","0"
"裝死","0"
"做錯","0"
"做錯事","0"
"杯盤狼藉","0"
"傷痛欲絕","0"
"抖顫","0"
"把關","1"
"喝倒彩","0"
"存⼼","0"
"悲涼","0"
"⼝臭","0"
"激憤","0"
"詭計多端","0"
"奸詐","0"
"如釋重負","1"
"濫葬","0"
"可恨","0"
"亂哄哄","0"
"⼤⾔不慚","0"
"賣弄","0"
"滾蛋","0"
"⼈渣","0"
"⿁⼦","0"
"砍頭","0"
"不好過","0"
"驚叫","0"
"狂愛","1"
"貶黜","0"
"打屁股","0"
"鬧⿁","0"
"烙印","0"
"盲點","1"
"亂扯","0"
"孤寂","0"
"乞求","0"
"找碴","0"
"找⿇煩","0"
"以偏概全","0"
"打偏","0"
"傻瓜","0"
"上癮","0"
"污漬","0"
"禍害","0"
"避諱","0"
"有出息","1"
"鬆落","0"
"嗜殺成性","0"
"拍⾺屁","0"
"尖叫","0"
"嚎啕⼤哭","0"
"連累","0"
"罵髒話","0"
"吵嘴","0"
"撕破","0"
"受限","0"
"要飯","0"
"凶兆","0"
"驚醒","0"
"砍斷","0"
"猛攻","0"
"不可諱⾔","1"
"唯恐不及","0"
"狠毒","0"
"困頓","0"
"耍賤","0"
"怕死","0"
"豬頭","0"
"強壓","0"
"妒恨","0"
"地獄","0"
"減損","0"
"批⾾","0"
"空想","0"
"搪塞","0"
"牽腸掛肚","1"
"重壓","0"
"惆悵","0"
"以德報怨","1"
"騙⼈","0"
"遜位","0"
"難為情","0"
"焦燥","0"
"焦躁","0"
"繚亂","0"
"申斥","0"
"專權","0"
"玷污","0"
"⼲⼽","0"
